,PartNumber,Description,Count,SumPrice,BookingCode,DocumentId
86,3323000,"Frost protection,
Panel cleaning system
AntiFrost+clearance",1.0,6.1,E416,CA85F219-7C7A-4449-8C69-DD04572D40EE
87,9D107210,"Diagnostic 10 troubleshooting on
VEHICLE",1.0,218.4,G109,A61A74DD-F770-4718-B5FE-1EB09C850E27
88,330901,Minister and install nitrogen oxide sensor (N0X),0.3,28.83,G315,1A0FF8E1-2230-4308-820E-28E84920859E
89,312111,"Check the battery
-> Battery defective <-",0.2,23.31,C103,A285BAD1-39D7-4C9D-A0A2-8DEAD4F18EE4
90,915089AC,BATTERY,1.0,215.8,C201,6C03D522-045C-4DE9-8F3C-8CCD5172A076
91,24.0125-0158.1,Brake disc,2.0,187.3,F208,A7EE8B78-264D-473E-8AF4-848407ADFB1A
92,4038526044310,"215/60R17 100V XL
Vector 4Seasons gene
3",4.0,549.12,P511,084D4B8E-7FA8-4893-B667-890B66CD1167
93,PAFR0058B,Frost protection,1.0,10.38,R106,869E6A09-49AF-4042-BD28-922B6EA0BEE0
94,Z4400-01A,Change/store bikes,,108.4,P149,9B3DC5D8-2923-401C-B36C-94EF5BBDCC3E
95,512,Fill the engine oil,1.0,12.9,E405,ECD9B0B2-16CE-4FF9-9FE5-AFD57FA6B3ED
96,24.0124-0127.1,Brake disc,2.0,202.24,F208,3DCDAC6A-8BD7-4CC5-B61B-BB141CE15346
97,1169,"Assembly package without
Disposal of car assembly",4.0,68.0,P165,B9694049-3E9E-4FF0-ABA0-9AC443730689
98,7018300015,"Features (Service Article) |
1 LTR Adblue Liquid",6.0,19.5,A101,C1588A3A-3EF8-4E77-BD59-32D5BBFDEEDC
99,1500000,GFS/guided function,,16.5,E102,0C7B177C-25FD-4958-838F-DD787BE4AE1C
100,93840000,Original maintenance work,0.6,80.0,E249,F805D7E8-9B3A-41A1-A5B7-6647DE72467B
101,8207,*Ka exchange 12-V battery,3.0,28.5,C201,30E94DC9-E085-410B-BC78-513FBC966910
102,14800501,"Car, otherwise. Autoservice |
Labor value
Inspection |
Labor value
INSPECTION",48.0,81.6,E220,9ABDEA4F-335B-4ABE-A67E-80A541C10BE8
103,95150A,Diagnosis and troubleshooting,10.0,115.0,E102,AAA8A180-9CCD-4720-AA26-7B4E84AB0F74
104,0986494799,"Brake blocks |
Brake padding, slide 0
986 494 799",1.0,101.25,F214,1FFB22FB-2FCC-42BB-B703-78BFD1F42210
105,0 092 S4E 081,Starter battery S4EEFB,1.0,214.6,C201,E96BC61A-04BB-4630-BCE8-5808FD5C2F79
106,15044950300,Vehicle in front and measured,,136.06,T103,8DFE2981-C5C8-4D9E-AD28-E5B5A420CE7E
107,1050,Disc clear,1.0,4.31,E418,31572076-2CAC-42C1-A10F-F42E5887C2F5
108,1500060,"GfS/guided function.
Error message: Oil sensor defective
-> No relevant error entry,
Exam i.o.",,27.51,E102,0B5BD418-072D-48BC-8FD8-FE99F2374AAC
109,17013550,Check engine oil,0.1,11.0,E405,B0A6E1FA-36CA-437F-9150-B3DD9710612B
110,14800480,"Car, various services
0.1 l
Display frost protection",3.2,10.88,E416,531B2AEB-980F-44E1-B97B-AD5E90165EA2
111,1647883280,Kit 2 brake discs Belooed,1.0,284.71,F208,50D3948D-A118-4DFF-A1D0-DDA9F132D0C6
112,1500060,GfS/guided function.,,60.65,E102,EA6E71C9-32C3-4B91-8793-8B48F9D59CE5
113,SLEFZG,Inspection after 1 year,0.9,108.0,E211,416ED619-540D-4107-9D36-8FE655692484
114,ZRÄDERW7,Change/storage diacom (€ 55.00),,46.22,P149,8D91AD91-C9A5-4201-9D8A-854A4C65FA4B
115,93840000,Original maintenance work,0.5,51.0,E249,FAD7C2C9-60C0-48C8-8479-3EF92B841CB6
116,5235458WGA30,Tire goo,1.0,154.62,P411,BD6231D8-C6C5-4F06-B11B-2E8572B45AFD
117,OC1397,Oil filter,1.0,15.6,E413,4550919D-6C8F-4556-9160-9B82A24604E2
118,290990,Diagnostic unit followed/Herst.,0.3,35.7,G109,73F48603-F268-401E-9381-7EEB3896EA2E
119,Z00049,Key battery replaces CR2032,,8.4,I104,ECAE41D2-00FD-4A60-9591-99811D4EDBDF
120,1-EBC-345,"Tuev acceptance / HU
To para.29 StVO",1.0,162.3,E325,6F894A50-B0F6-4F5D-9DE0-2175A50AE474
121,26883500,Fill in adblue,2.0,23.3,A101,FF85B1E4-AE32-4885-8074-1696C59C77E2
122,263502M100,Oelfilter Service set,1.0,25.44,E413,8FBC2D01-8B97-43F9-A8EE-1E29DC67EC46
123,P1,"92-4011 Mount winter chip and the
40-1450 4 complete
40-2070 4 Complete Stationaer",,100.42,P149,E7DD246D-D993-4CE3-AEF6-B84293F08989
124,83125B5ED57,"BMW disc clear with
Frost protection",1.0,5.22,E416,3A9ED9BF-D7D7-42D5-89E3-2308F795F114
125,11057085500,Key replaced,,25.8,I104,45D871B2-4D8F-4FC7-8997-5D5B207C8EFE
126,ZUB00110,Batt.-2032,2.0,4.8,I104,C06C3756-9C24-4F96-B427-3E5618ABE66A
127,1500010,GfS/guided function.,,24.26,E102,A0CF6AB2-5324-470F-B42B-43E7F9BDB5C5
128,NUHUTUEV,TÜV fees HU/AU according to §29 StVZO,1.0,150.0,E326,5CFDBF5C-8B89-4227-BB5D-E7A0C44C37E5
129,D_GESETZL.HU,"Throughout the legal
Main inspection through
Prueforger",1.0,117.5,E326,0636D591-699D-449D-992E-9482BB32DBED
130,2013334,BATTERY,1.0,326.52,C201,3250433F-3989-4698-8B44-FD970F29BDDF
131,47370824,Battery Load [Standard],0.2,21.0,G116,6C4AD3D3-84D6-497B-913B-7D4170253234
132,M100000558,"Frost protection,
Panel cleaning system (1
863)",3.0,17.1,E416,60736562-DB56-4996-B800-F0BABC3CB08C
133,4RWE,"Change 4 wheels, 2 wheels balanced.
Force weight
4 wheels cleaning with
The wheel washing system and storage in
Tire hotel",,66.39,P149,8C2156E4-FB48-484E-91B2-C62288600B86
134,986424364,"Brake blocks |
Brake pad, disc
23130",1.0,60.0,F214,9616DDE0-EF24-49E9-B891-639FF2C0E81E
135,57085599,"Key batteries A+E and
Replaced",,12.5,I104,DB9F5DC7-CC40-4E3B-9F4B-84E39FC4E86B
136,321470,Renewal headlight lamp renewy low light,0.3,27.0,L502,24CCB7B6-EAB5-48D6-9EDF-E834960DD65E
137,L1001360320000,Adblue 1 liter,10.0,40.0,A101,1B25CF3C-D39B-40F2-B661-C5C4EB9A5270
138,83125A1A166,"Disclar with
Frost protection 1000ml",1.0,4.54,E416,5922D153-930B-45C3-822F-11580988235C
139,M999999909,Display cleaner (1893),1.0,5.7,E418,62E7E6B4-2484-488F-8591-5A79095F8781
140,6216A1,LAMP,1.0,2.25,L102,63136E80-608D-45A4-AD8E-F33D665C09D9
141,,Motoroel with Longlife,0.7,14.35,E412,C20412A8-06B9-4A62-9E1C-5754C66746D1
142,26931919,"Particle sensor
And replaced (G784)",,75.0,G315,9184AAB5-7812-44C1-9B44-7B5742F40C81
143,46502050,"Brake disc front axle
Renew both sides",11.0,112.2,F208,A7EE8B78-264D-473E-8AF4-848407ADFB1A
144,5G9955427B,Wiping blade,1.0,11.33,E422,CB0287DB-67D7-40A3-9892-79216500CED6
145,32500,TUEV-follow-up examination,1.0,350.0,E310,4031EB30-260F-4E39-88EC-674D26CF60F1
146,93190461,"Glue lamp
H7 12V 55W",1.0,15.03,L502,D43BDA28-A7F2-4821-8C18-64DD0572AC58
147,93840000,Original maintenance work,0.5,61.5,E249,70E4C926-2CB1-4E56-A18A-112F2B050303
148,3200155,"Chassis measurement kinematics
Diagnostic system with
Height measurement without
Vehicle load",11.0,155.21,T103,2DCB015B-1166-4C77-A665-B9583B541C46
149,27068950,Battery loaded,,12.77,G116,730FC9C2-7F32-40D4-AD38-4FB21344D41A
150,VO36001,"Reading/reset error codes
VST/ VCT",0.2,22.32,E101,98B8D3FD-8753-4B3D-B257-DB1337C863C8
151,ZRÄ-KOMFORT,Cycling package comfort,,91.6,P149,4C246720-BC9B-4CAC-9264-2172D15F81B8
152,1678168180,"Set of 4 brake pads
Vo",1.0,114.58,F214,D867F03C-283E-42CD-A4E2-A4CB1EC9FD4A
153,FC,Read out error code with tester,0.3,32.7,E102,A5CA6D2D-549E-44DD-BCFD-0596FD176752
154,99999999,Key battery replaced,,14.0,I104,CB0287DB-67D7-40A3-9892-79216500CED6
155,83125A1A167,Disc clarification with frost protection,1.0,9.9,E416,C33E9B9E-4A38-480A-9FD6-E3A97CEFE058
156,FLO0810,Premium interior cleaning,,125.21,X149,174DB5C2-3630-4E99-8619-92DEE202300A
157,N10528301,283 01,1.0,3.41,I104,1F6A7A64-E03D-4E50-AC3E-4C7C2D9AE29C
158,,Motoroel with Longlife,4.0,63.2,E441,20177DCE-01FE-4137-8033-359847BE513E
159,1EBC71,"Error memory
Read out /loeschen
(as part of the inspection
for free)",1.0,49.0,E101,33853059-EFCD-4712-A948-D28551C1B0B4
160,16050600,Anti -frost concentrate,1.0,4.5,E416,2D8FBFA7-9695-407A-8291-51488F763849
161,Z444003,"2 tires replace without a wheel and
tear down",,50.42,P165,CFFCF885-5705-4D61-BBE4-04C7F277E670
162,14800562,"Service brake |
Work value brake |
Both brake discs
renew (front axle)
[Minutes]",48.0,81.6,F208,15D45BC5-7F4B-4B67-B180-0076061F15D5
163,27065550,Battery replaced,,13.5,C201,43965216-DB9C-4AF9-8639-0EF5DC4AF30C
164,27065550,Replace battery 807,,11.0,C201,2D1777D0-AA0E-4516-8003-371B11B427DD
165,19206502,"Car, main inspection |
HU/AU external performance
Prüz., 3.1.1.1 A. VIII
StVZO (BW)",1.0,154.0,E326,DA531A7A-8F28-40FA-9A46-93959E2B914E
166,M100000557,Frost protection (3356),0.5,5.75,R106,1DA88A51-71DF-479A-9EBB-C7D79921F23F
167,66209826784,Parking sensor,1.0,115.36,I514,0B2F8FE0-A403-4199-92F1-693B2F890407
168,M100000558,"Frost protection,
Panel cleaning system (1
863)",1.0,4.9,E416,DFEF17D2-1314-463A-96C9-45641C16C78C
169,,Eni I-Sint Tech VK 0W-30,4.6,76.91,E412,2B5F802B-27FF-4270-947B-20CBCDB32C94
170,17027065550,Battery replaced,,14.9,C201,115B2845-B35D-4E3F-933D-532A1F0579E7
171,1EBC345,"Tuev acceptance / HU
To para.29 StVO",1.0,153.0,E326,89A56EE8-9649-4003-9C26-E1B29AEF0492
172,072011114,H7 Longlife Würth Lamps,1.0,13.54,L502,F8BEE640-B53B-4722-AFFE-684D6AE9986B
173,27068950,Battery shop,,13.85,G116,D3F21C66-B72A-4FDD-A533-9C08163BEFA0
174,10821900,"Sound protection tub from-062
U.",,73.6,M113,7A655623-FEE6-48C3-A058-B044DDF7A375
175,83122413061,Disc clarification with frost protection,2.0,8.1,E416,BCBEA0EF-7F82-4FB3-B892-886569722F1F
176,312141,Battery out and install,0.3,34.5,C201,0DB3D5FC-4917-4844-9795-DA9EFB152A23
177,HU,"Fee Main Inspection
According to § 29 StVZO
TÜV",1.0,99.5,E319,35A24DCF-3DAD-4DDC-A252-D3F9C9A0BA73
178,,Refill oil,0.8,14.98,E412,7D5B1B7D-6DFF-45A2-AF5C-0A2EBECF2A86
179,1684934580,Set of 4 brake pads,1.0,161.38,F214,7A666E1B-A8EF-45B1-B7DC-546546CFC1C3
180,P44050,"Service package change change and
Storage",,79.75,P149,05067D9F-39B7-49BC-82DF-E8CD0C1AFEB7
181,10911030,"Complete assembly car |
Complete assembly
Van/van",1.0,17.0,P165,572D1E2D-B626-4FED-B2AE-BF3A5F4797B5
182,47180749,Check the battery [Standard],0.25,26.25,C103,D82D8728-A648-472B-BCDE-8E79EBCBEA21
183,27060150,Battery checked,,12.13,C103,A0CF6AB2-5324-470F-B42B-43E7F9BDB5C5
184,55058274,Disc cleaner,1.0,2.37,E418,8D13CFBC-6938-4F5C-A206-4BAFEF5D9777
185,14800484,"Service brake | 0.1
LITER
BRAKE FLUID",10.0,15.0,E402,901A7C51-D210-4AF0-9C2F-A7B2A99D4CFB
186,79111,brake fluid,1.0,14.4,E402,E9639359-EDFF-4D66-8F74-1A9DB5F0D713
187,290990,"Diagnostic unit followed/Herst.
According to the KD FZ, does not start
*******************************************",0.3,27.75,G109,D83A4042-40DC-437E-9777-915E69A337C7
188,6216A1,LAMP,1.0,15.03,L102,658BE52C-4E74-4CA4-BED9-F2F815BBFA0B
189,2305506,Brake disc,2.0,218.88,F208,2AA135F6-A16F-47AB-8892-434EF20847F4
190,95N48A,"Maintenance service after
Manufacturer specification (see
Maintenance plan): Service all
30,000 km/ 1 year
carry out",10.0,102.0,E211,6100478F-D613-4107-BF40-DC6EC505BD9B
191,66126912985,Button,1.0,3.0,I104,7A9A1EDB-BB59-45FC-A8EB-91B0EE6A76BD
192,W1,"Store (per season)
Tighten the bikes after 50 km route
let!",6.0,67.06,P149,BF1647F3-1821-4FEA-80A9-F9CCD52EC104
193,,"Service oil change |
0.1l Shell Helix Ultra
Prof.AV-L 0W20",5.0,9.5,E412,63DDF7C7-07A1-4196-9B16-FF674B03DA0C
194,4101101,Make a short test,3.0,56.85,G109,CF1BDADC-40B2-4527-8AD6-281FBCBBFAEC
195,WELA,Change of wheel + storage,,137.81,P149,6A0F2A2D-FB0A-4A6F-8DDC-FC7ADBC0345C
196,N400809000007,64 glue lamp H7,2.0,29.34,L502,492BAFD6-0E8D-4104-AE5D-EEA9A80EA0C6
197,14800562,"Service brake |
Work value brake |
Both brake discs
renew (front axle)",42.0,68.04,F208,49413E2E-C831-4607-8417-F62F8F38693C
198,994MUA,Read/delete error codes,0.1,11.65,E101,C63F0531-1660-415B-9809-1AC8CF8A0FFC
199,14800480,"Car, various services
0.1 l
Display frost protection",5.0,2.1,E416,13E11A72-CDAD-46C3-BB10-60D7D6F21E51
200,MG4MF1Y,"MG4 Maintenance for 24,000 km
/ 1 year",,118.0,E211,9E74216D-7F4D-4C08-A2D2-F209575B921B
201,915089AC,BATTERY,1.0,215.8,C201,78ED5347-078C-4932-A10A-E0B51AFD60BA
202,13626520,"Service oil change |
0.1 l Markenoel after
Manufacturer specification
0W30 |0W30 C-Tec
Special F / Divers /
0010030020300 /
4260592070843",66.0,99.0,E441,7AAFAEE2-69A6-452E-9A1E-A1643347DBFA
203,290990,Diagnosis of motor offspring/electronics,0.3,37.5,G109,C5A2F81D-6113-4960-A90F-0542B72EE010
204,ANZ819514,Disc cleaner,1.0,4.2,E416,D4183679-9DFC-420A-95C1-B68D2E9756D0
205,1647883280,Kit 2 brake discs Belooed,1.0,284.71,F208,8ED098CA-C400-419A-9615-7F8FE6B72190
206,802711,"Battery remote control
renew",0.1,9.5,I104,A71DDF91-8AEF-4051-AFFC-1ECD34BB83EB
207,FROSTSCHUTCAR1,Display frost protection concentrate,1.0,4.7,E416,65909B78-FCD6-47D3-8D5F-89E014311FD1
208,263481952,"Brake blocks |
Brake pad
Display brake 263481952",1.0,162.14,F214,AB57688F-3A53-4145-9454-44F0DB60C92F
209,14800554,"Motor electrical system service
|Work value engine
Electrics |battery
renew [minutes]",24.0,39.12,C201,08D572C7-357E-4D7E-AD26-66B8904D75E8
210,G052910DS,Adblue,12.0,27.9,A101,9DAA19F3-8A0F-435C-BC77-86711E0DC210
211,N10528301,BATTERY,1.0,3.41,I104,9D7346DE-8E33-4B6D-A2F5-26C2C272CDBD
212,13.0460-2785.2,"Brake padding,
Disc brake",1.0,86.62,F214,A7EE8B78-264D-473E-8AF4-848407ADFB1A
213,N10528301,BATTERY,2.0,6.83,I104,70C5EAB2-F0BF-4AD2-9CE6-40D312F499A6
214,12159,"Overdraft fee too
Review according to § 29 StVZO",,20.68,E328,1DFEB38E-D462-4E44-A297-AC498486CCD4
215,ZM4403GF,"Change change with storage
Arval",,70.0,P149,D9525A47-22D6-4B7A-B032-D38449C889CF
216,206557VBZ00,Ripe bri,2.0,301.3,P404,5A0430BC-1908-4CDA-B3EC-D403E6A52F60
217,915089AC,BATTERY,1.0,215.8,C201,2E480235-F09A-4A64-946C-2695D243E031
218,55058274,Disc cleaner,1.0,2.37,E418,3D9BF45D-774B-4F80-A459-695D4EBEFD81
219,6430300,Transmitter battery exchange,0.1,10.29,I104,E32CF7FC-899A-470D-AE8F-7BFA9BF286B1
220,27065550,Replace the battery,10.0,12.7,C201,079A5215-B56D-4DC8-BE4E-BAE48A7065D6
221,95515591,Battery 12 V,1.0,225.23,C201,FA999173-7A06-4804-82E2-B058FEAEC162
222,VO60109,Chassis check,0.3,33.48,T103,CDA3D6D6-BB96-442C-B5D7-23EB395E934A
223,93840000,Original maintenance work,0.5,61.5,E249,594C552C-F1DB-48C0-AE4C-92F1E260C963
224,14800562,"Service brake |
Work value brake |
Both fronts
Renew brake discs
[Minutes]",60.0,97.8,F208,434E9BB4-56CE-41BF-9D72-985D3CA02842
225,AVDIAG,Diagnosis,2.0,248.0,E102,9EDEC898-B22D-4304-9A00-B6AD2BF54B9D
226,14800501,"Car, otherwise. Autoservice |
Labor value
Inspection |
Main inspection/oil change
Months",30.0,51.0,E211,4D6EB4B7-877C-4572-A579-981D8A813275
